Time;Open;High;Low;Close;Volume
12-2-2018;805.5;870.6;805.3;860.3;86
13-2-2018;859.5;863.3;817.6;835.5;63
14-2-2018;834.5;917.6;834.5;914.5;57
15-2-2018;913.8;942.3;898;922.8;58
16-2-2018;922.3;940.5;903.2;931.6;49
18-2-2018;923.5;925;906.9;908;4
19-2-2018;908.2;949.8;906.1;934.8;52
20-2-2018;934.7;952.8;870.9;878.8;51
21-2-2018;878.8;900.1;812.1;834.1;62
22-2-2018;833.8;865.7;783.3;799;66
23-2-2018;799.1;876.8;782.3;826.6;60
25-2-2018;835.3;841.8;832;834.5;4
26-2-2018;834.4;873.6;828.6;861.7;56
27-2-2018;862.9;889.6;855.9;866.8;54
28-2-2018;865.7;882.4;844.2;845.7;55
1-3-2018;845.2;874.2;841.4;864.8;48
2-3-2018;865;870;844.4;851.1;44
4-3-2018;858.2;859.8;854.8;859.7;4
5-3-2018;858.7;863.6;844.3;844.5;48
6-3-2018;843.6;845.3;798;809.2;48
7-3-2018;809.1;819.5;719.4;745.1;55
8-3-2018;744;766.7;683.1;693.4;53
9-3-2018;693.2;706.4;636.5;696.1;67
11-3-2018;714.4;722.9;712.1;715.9;4
12-3-2018;714.8;735.4;673.4;692.3;56
13-3-2018;692.2;709.3;675;684.4;50
14-3-2018;684.4;698.1;581.1;607.6;61
15-3-2018;607.8;615.3;566.8;605.7;55
16-3-2018;604.9;621;580.4;608.5;44
18-3-2018;548.3;548.4;521.7;533.1;8
19-3-2018;533.1;554;511.3;550.9;68
20-3-2018;551;562.7;512.3;552.7;56
21-3-2018;552.7;585.7;540.7;555.6;52
22-3-2018;555.7;573.4;512.4;534.2;53
23-3-2018;535;535.6;503.2;520.5;42
25-3-2018;527.3;530.6;514.6;518.4;4
26-3-2018;518.5;521.5;463;481.5;58
27-3-2018;481.4;487.1;441.9;444.1;55
28-3-2018;443.9;460.3;435.7;441.3;51
29-3-2018;441.2;444;376.3;380.2;66
30-3-2018;380.1;407.6;361.2;382.1;71
1-4-2018;375.1;376.7;372.2;375.1;4
2-4-2018;375.2;390.4;372.1;380.9;49
3-4-2018;380.8;415.7;377;412.1;49
4-4-2018;412.1;413.4;367.2;375.1;50
5-4-2018;375;383.5;363.6;377.9;55
6-4-2018;378;382;359.8;366;43
8-4-2018;394.6;398.7;394.5;396.8;4
9-4-2018;396.7;427.8;384.4;395.4;55
10-4-2018;395.3;414.6;388.6;411.7;48
11-4-2018;411.7;429.8;407.5;426.8;48
12-4-2018;426.7;494.8;410.2;491.1;62
13-4-2018;491;525.5;478.9;489.6;59
15-4-2018;521.2;531;520.5;530.7;4
16-4-2018;530.8;534;495.2;508.3;62
17-4-2018;508.1;517.6;497.9;499.8;51
18-4-2018;499.8;523.4;498.4;522.2;50
19-4-2018;522.1;566.5;518.1;564;49
20-4-2018;563.9;592.1;554.4;589.4;45
22-4-2018;633.7;634.3;614.1;617.7;6
23-4-2018;617.6;644.9;616.1;640.4;48
24-4-2018;640.6;708.4;640.4;700.1;54
25-4-2018;700.2;700.5;590.4;614;90
26-4-2018;613.9;662.3;597.5;659;61
27-4-2018;658.8;682;642.7;646.6;50
29-4-2018;678.1;687.3;677.9;685.9;4
30-4-2018;686;690;659.9;666.2;52
1-5-2018;667.2;670.9;625.2;668;54
2-5-2018;667.9;687.7;660.5;683.6;48
3-5-2018;683.7;784.3;682.7;774.7;67
4-5-2018;774.9;801.7;756;782;57
6-5-2018;780.2;787.6;778.8;786.1;7
7-5-2018;786.2;791.3;693;749.4;83
8-5-2018;749.5;771.7;716.8;744.6;60
9-5-2018;744.4;757;706.4;747.3;54
10-5-2018;747.4;764.1;719.2;720.8;53
11-5-2018;720.7;732.3;663.8;671;62
13-5-2018;724.6;735.2;724.1;725.7;5
14-5-2018;725.9;738.4;682.5;723.7;72
15-5-2018;723.5;735.2;692.3;702.2;57
16-5-2018;702.2;707.2;672.3;703.5;68
17-5-2018;703.4;715.2;658.6;664.8;57
18-5-2018;664.9;687.6;654;684.4;48
20-5-2018;715.4;716.2;708.2;712.1;4
21-5-2018;712.2;715.7;684.5;693.6;49
22-5-2018;693.6;695.6;635.2;638.1;54
23-5-2018;638;646.3;560.8;573.7;69
24-5-2018;573.7;605.9;541.9;599;71
25-5-2018;599.1;612.7;572.6;580.1;48
27-5-2018;561.6;567.5;561;566.9;4
28-5-2018;567.1;571.6;503.8;508.8;62
29-5-2018;508.7;569;507.9;562.6;63
30-5-2018;562.6;581.7;538.6;553.6;64
31-5-2018;553.5;582.3;550.7;574.3;56
1-6-2018;573.8;585.7;560.6;562.5;43
3-6-2018;615.5;615.8;612.6;615.5;4
4-6-2018;615.4;621.9;576.3;587.9;48
5-6-2018;587.8;609.5;573;604.8;49
6-6-2018;604.9;608.4;590.5;602.8;49
7-6-2018;602.9;613;595.9;601;48
8-6-2018;600.9;604.8;589.9;595.3;42
10-6-2018;512.2;521.8;500.2;521.4;8
11-6-2018;521.3;532.3;506.5;528.2;68
12-6-2018;528.1;535.2;481.4;490.9;58
13-6-2018;491;498;446.9;472.7;67
14-6-2018;472.6;522.8;456.8;516.5;72
15-6-2018;516.5;517.7;482.7;491;49
17-6-2018;495.4;496;490.7;493.1;4
18-6-2018;493.2;521;484.5;514.3;50
19-6-2018;514.4;544.2;511.7;535.1;49
20-6-2018;535.1;538.2;513.7;532.8;52
21-6-2018;532.9;541.2;518.9;522.4;48
22-6-2018;522.5;523;453.8;460.3;43
24-6-2018;454.5;456.9;445;451.8;6
25-6-2018;451.7;470.1;442;455.8;48
26-6-2018;455.9;459.3;426.7;427.8;48
27-6-2018;427.8;443.1;418.4;439.3;48
28-6-2018;439.2;441;415.3;418.4;48
29-6-2018;418.8;422.2;402.8;410.8;42
1-7-2018;448.9;451.9;447.7;450.3;6
2-7-2018;449.7;479.3;441.6;473.9;48
3-7-2018;473.9;484;458;459.5;48
4-7-2018;459.6;479.7;449.8;464.6;48
5-7-2018;464.7;476.5;457.3;465.9;48
6-7-2018;465.7;472.4;449.8;466.2;42
8-7-2018;485.1;488.6;482.7;483.7;6
9-7-2018;483.7;485.6;466.3;469.4;48
10-7-2018;469;471;426.4;430.6;48
11-7-2018;430.7;445.1;422.9;442.8;48
12-7-2018;442.9;443.1;416;428.4;48
13-7-2018;428.3;439.4;423;428.2;42
15-7-2018;450.2;450.8;445.8;447.2;6
16-7-2018;447.1;477.6;442.7;476.6;50
17-7-2018;476.4;508.8;463.8;496.5;53
18-7-2018;496.6;512.4;467.5;476.8;53
19-7-2018;476.7;481.4;460.5;466.3;48
20-7-2018;466.4;466.5;440.4;442.6;46
22-7-2018;461.8;463.5;452.4;455.1;7
23-7-2018;455;467;444.8;447.5;51
24-7-2018;447.4;481.7;446.1;476.7;54
